normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
AUTOHAUS ESST FRIEDBERG,AUTOHAUS ESST FRIEDBERG,,,,,22
AUTOHAUS FENCHEL GMBH,AUTOHAUS FENCHEL GMBH,,,,,48
AUTOHAUS FENCHEL GMBH,AUTOHAUS FENCHEL GMBH,,,,,48
AUTOHAUS FLINDT GMBH MARSCHACHT,AUTOHAUS FLINDT GMBH MARSCHACHT,,,,,48
AUTOHAUS FORSTER & LA MANNA GMBH & COKG,AUTOHAUS FORSTER & LA MANNA GMBH & COKG,,,,,65
AUTOHAUS FRANK SCHNEIDER,AUTOHAUS FRANK SCHNEIDER,,,,,22
AUTOHAUS FRASCOIA GMBH & CO KG KAPPELRODECK,AUTOHAUS FRASCOIA GMBH & CO KG KAPPELRODECK,,,,,31
AUTOHAUS FRIEDRICH HOFFMANN ARNSBERG,AUTOHAUS FRIEDRICH HOFFMANN ARNSBERG,,,,,22
AUTOHAUS FRITZLAR GMNH,AUTOHAUS FRITZLAR GMNH,,,,,22
AUTOHAUS FROHN GMBH & CO KG BOCHUM,AUTOHAUS FROHN GMBH & CO KG BOCHUM,,,,,31
AUTOHAUS GLIED GMBH BAD LAER,AUTOHAUS GLIED GMBH BAD LAER,,,,,26
AUTOHAUS GRAF GMBH KRONACH,AUTOHAUS GRAF GMBH KRONACH,,,,,48
AUTOHAUS GREUNER,AUTOHAUS GREUNER,,,,,22
AUTOHAUS HANTUSCH,AUTOHAUS HANTUSCH,,,,,22
AUTOHAUS HARNISCH BLECKEDE,AUTOHAUS HARNISCH BLECKEDE,,,,,22
AUTOHAUS HARTWICH & KRESS GMBH,AUTOHAUS HARTWICH & KRESS GMBH,,,,,48
AUTOHAUS HEINRICH BREUER GMBH VAG,AUTOHAUS HEINRICH BREUER GMBH VAG,,,,,48
AUTOHAUS HEINRICH BREUER GMBH VAG,AUTOHAUS HEINRICH BREUER GMBH VAG,,,,,48
AUTOHAUS HEINZLMAIR PFAFFENHOFEN,AUTOHAUS HEINZLMAIR PFAFFENHOFEN,,,,,22
AUTOHAUS HIRSCH GMBH & CO KG CRIMMITSCHAU,AUTOHAUS HIRSCH GMBH & CO KG CRIMMITSCHAU,,,,,31
AUTOHAUS HUGGER GMBH,AUTOHAUS HUGGER GMBH,,,,,48
AUTOHAUS ING L FREITAG STRAUBING,AUTOHAUS ING L FREITAG STRAUBING,,,,,22
AUTOHAUS JÄCKEL GMBH,AUTOHAUS JÄCKEL GMBH,,,,,48
AUTOHAUS JOHANNES HÜNEKE EK,AUTOHAUS JOHANNES HÜNEKE EK,,,,,22
AUTOHAUS KAHLE KG HANNOVER,AUTOHAUS KAHLE KG HANNOVER,,,,,31
AUTOHAUS KAHLE SCHAUMBURG GMBH,AUTOHAUS KAHLE SCHAUMBURG GMBH,,,,,48
AUTOHAUS KARL VETTER GMBH CUXHAVEN,AUTOHAUS KARL VETTER GMBH CUXHAVEN,,,,,48
AUTOHAUS KATZENFURT EHRINGSHAUSEN,AUTOHAUS KATZENFURT EHRINGSHAUSEN,,,,,22
AUTOHAUS KIRCHSEEON,AUTOHAUS KIRCHSEEON,,,,,22
AUTOHAUS KLEINERT RIBNITZ,AUTOHAUS KLEINERT RIBNITZ,,,,,22
AUTOHAUS KREISSER ULM,AUTOHAUS KREISSER ULM,,,,,22
AUTOHAUS KRZYKOWSKI GMBH & CO KG RASTEDEWAHNBEK,AUTOHAUS KRZYKOWSKI GMBH & CO KG RASTEDEWAHNBEK,,,,,31
AUTOHAUS LAUTENBACH DUDERSTADT,AUTOHAUS LAUTENBACH DUDERSTADT,,,,,22
AUTOHAUS LIEBE HALLE,AUTOHAUS LIEBE HALLE,,,,,22
AUTOHAUS LILIENSIEK GMBH,AUTOHAUS LILIENSIEK GMBH,,,,,48
AUTOHAUS LINCK GMBH OFFENBURG,AUTOHAUS LINCK GMBH OFFENBURG,,,,,48
AUTOHAUS LM MÖLTGEN GMBH BRÜHL,AUTOHAUS LM MÖLTGEN GMBH BRÜHL,,,,,48
AUTOHAUS MARC ZYRULL GMBH SAARLOUIS,AUTOHAUS MARC ZYRULL GMBH SAARLOUIS,,,,,85
AUTOHAUS MAYER GMBH MINDELHEIM,AUTOHAUS MAYER GMBH MINDELHEIM,,,,,48
AUTOHAUS MENKE GMBH OLSBERG,AUTOHAUS MENKE GMBH OLSBERG,,,,,48
AUTOHAUS METZ GMBH,AUTOHAUS METZ GMBH,,,,,48
AUTOHAUS METZ GMBH,AUTOHAUS METZ GMBH,,,,,48
AUTOHAUS MICHAEL MEIXNER GMBH,AUTOHAUS MICHAEL MEIXNER GMBH,,,,,77
AUTOHAUS MICHAEL MEIXNER GMBH,AUTOHAUS MICHAEL MEIXNER GMBH,,,,,77
AUTOHAUS MODROW WARSTEIN,AUTOHAUS MODROW WARSTEIN,,,,,22
AUTOHAUS MORITZ GMBH LAATZEN,AUTOHAUS MORITZ GMBH LAATZEN,,,,,48
AUTOHAUS MÜHLENHORT GMBH WEYHE,AUTOHAUS MÜHLENHORT GMBH WEYHE,,,,,48
AUTOHAUS OELMAIER GMBH MUHLDORF,AUTOHAUS OELMAIER GMBH MUHLDORF,,,,,48
AUTOHAUS OPITZ WENDEBURG,AUTOHAUS OPITZ WENDEBURG,,,,,22
AUTOHAUS OSWALD BAD ENDORF,AUTOHAUS OSWALD BAD ENDORF,,,,,26
AUTOHAUS OTTO SCHWADTKE EK LUCKAU,AUTOHAUS OTTO SCHWADTKE EK LUCKAU,,,,,22
AUTOHAUS PATZELT HAGEN,AUTOHAUS PATZELT HAGEN,,,,,22
AUTOHAUS PAUL WEISS GMBH & CO KG NIEDERNHAUSEN,AUTOHAUS PAUL WEISS GMBH & CO KG NIEDERNHAUSEN,,,,,31
AUTOHAUS R KÖHLER GMBH NIEDERFISCHBACH,AUTOHAUS R KÖHLER GMBH NIEDERFISCHBACH,,,,,48
AUTOHAUS RANGE GMBH FRITZLAR,AUTOHAUS RANGE GMBH FRITZLAR,,,,,48
AUTOHAUS REICHE RENAULT WEIMAR,AUTOHAUS REICHE RENAULT WEIMAR,,,,,22
AUTOHAUS REINHARD GEORG GMBH & CO KG ENKIRCH,AUTOHAUS REINHARD GEORG GMBH & CO KG ENKIRCH,,,,,31
AUTOHAUS REISERT GMBH GROSSKROTZENBURG,AUTOHAUS REISERT GMBH GROSSKROTZENBURG,,,,,48
AUTOHAUS RHEIN FRANKEN LAUF AN DER PEGNITZ,AUTOHAUS RHEIN FRANKEN LAUF AN DER PEGNITZ,,,,,22
AUTOHAUS RISTOW GMBH,AUTOHAUS RISTOW GMBH,,,,,48
AUTOHAUS ROGGE GMBH MAGDEBURG,AUTOHAUS ROGGE GMBH MAGDEBURG,,,,,48
AUTOHAUS ROSTOCK OST GMBH ROSTOCK,AUTOHAUS ROSTOCK OST GMBH ROSTOCK,,,,,48
AUTOHAUS RUDOLF GEBERZAHN GMBH & CO KG KÖLN,AUTOHAUS RUDOLF GEBERZAHN GMBH & CO KG KÖLN,,,,,31
AUTOHAUS SAUTER GMBH BALINGEN,AUTOHAUS SAUTER GMBH BALINGEN,,,,,48
AUTOHAUS SCHINDLBECK GMBH STRAUBING,AUTOHAUS SCHINDLBECK GMBH STRAUBING,,,,,48
AUTOHAUS SCHLÄFER GMBH GRÜNSTADT,AUTOHAUS SCHLÄFER GMBH GRÜNSTADT,,,,,48
AUTOHAUS SCHMID SCHWAIG,AUTOHAUS SCHMID SCHWAIG,,,,,22
AUTOHAUS SCHMITT GMBH SOMMERACH,AUTOHAUS SCHMITT GMBH SOMMERACH,,,,,48
AUTOHAUS SCHNICKERS ZWEI GMBH MOERS,AUTOHAUS SCHNICKERS ZWEI GMBH MOERS,,,,,48
AUTOHAUS SCHÖTTLE GMBH MAULBRONN,AUTOHAUS SCHÖTTLE GMBH MAULBRONN,,,,,48
AUTOHAUS SCHREIBER GMBH & CO KG WALZBACH,AUTOHAUS SCHREIBER GMBH & CO KG WALZBACH,,,,,31
AUTOHAUS SCHUMACHER ZWEI GMBH GOCH,AUTOHAUS SCHUMACHER ZWEI GMBH GOCH,,,,,48
AUTOHAUS SCHWEIER GMBH FELLBACHSCHMIDEN,AUTOHAUS SCHWEIER GMBH FELLBACHSCHMIDEN,,,,,48
AUTOHAUS SIRCH GMBH KAUFBEUREN,AUTOHAUS SIRCH GMBH KAUFBEUREN,,,,,48
AUTOHAUS SPENRATH OHG JÜLICH,AUTOHAUS SPENRATH OHG JÜLICH,,,,,22
AUTOHAUS STADTHALLENGARAGE E K,AUTOHAUS STADTHALLENGARAGE E K,,,,,22
AUTOHAUS STANG EK NEUSTADTGLEWE,AUTOHAUS STANG EK NEUSTADTGLEWE,,,,,22
AUTOHAUS STEEN GMBH ALTMÖLLN,AUTOHAUS STEEN GMBH ALTMÖLLN,,,,,48
AUTOHAUS STEFFES GMBH MARBURG,AUTOHAUS STEFFES GMBH MARBURG,,,,,48
AUTOHAUS STENZEL GMBH SONNEBERG,AUTOHAUS STENZEL GMBH SONNEBERG,,,,,48
AUTOHAUS STILL GMBH,AUTOHAUS STILL GMBH,,,,,48
AUTOHAUS STOLTMANN LANDAU GMBH,AUTOHAUS STOLTMANN LANDAU GMBH,,,,,48
AUTOHAUS STORZ GMBH FORD ST GEORGEN,AUTOHAUS STORZ GMBH FORD ST GEORGEN,,,,,48
AUTOHAUS TRIMPOP LÜDENSCHEID,AUTOHAUS TRIMPOP LÜDENSCHEID,,,,,22
AUTOHAUS U KFZREPARATUR RUDER GMBH,AUTOHAUS U KFZREPARATUR RUDER GMBH,,,,,48
AUTOHAUS VETTER VERTRIEBSGESELLSCHAFT MBH,AUTOHAUS VETTER VERTRIEBSGESELLSCHAFT MBH,,,,,22
AUTOHAUS VOGT GMBH,AUTOHAUS VOGT GMBH,,,,,48
AUTOHAUS WANKMÜLLER GMBH BÖBLINGEN,AUTOHAUS WANKMÜLLER GMBH BÖBLINGEN,,,,,48
AUTOHAUS WARNCKE GMBH TARMSTEDT,AUTOHAUS WARNCKE GMBH TARMSTEDT,,,,,48
AUTOHAUS WEDLICH KULMBACH GMBH,AUTOHAUS WEDLICH KULMBACH GMBH,,,,,48
AUTOHAUS WEIDE GMBH DRESDEN,AUTOHAUS WEIDE GMBH DRESDEN,,,,,48
AUTOHAUS WERNER PEPPING GMBH & CO KG RIETBERG,AUTOHAUS WERNER PEPPING GMBH & CO KG RIETBERG,,,,,31
AUTOHAUS WILSDRUFF,AUTOHAUS WILSDRUFF,,,,,22
AUTOHAUS WINTER GMBH DIPPOLDISWALDE,AUTOHAUS WINTER GMBH DIPPOLDISWALDE,,,,,48
AUTOHAUS ZERBS GMBH SUHL,AUTOHAUS ZERBS GMBH SUHL,,,,,48
AUTOHOF STÖPPELKAMP GMBH BREMERHAVEN,AUTOHOF STÖPPELKAMP GMBH BREMERHAVEN,,,,,13
AUTOKEUTGEN GBR KALL,AUTOKEUTGEN GBR KALL,,,,,91
AUTOKLINIKKRÖPELIN,AUTOKLINIKKRÖPELIN,,,,,3
AUTOKRINGS GMBH,AUTOKRINGS GMBH,,,,,13
AUTOLACKIEREREI DI IORIO FRANKENTHAL,AUTOLACKIEREREI DI IORIO FRANKENTHAL,,,,,57
AUTOLACKIERUNG ERLANGEN SÜD,AUTOLACKIERUNG ERLANGEN SÜD,,,,,3
AUTOLICA SA,AUTOLICA SA,,,,,32
AUTOLUTTRE SA,AUTOLUTTRE SA,,,,,32
AUTOMOBILE HOHENFELD GMBH,AUTOMOBILE HOHENFELD GMBH,,,,,64
AUTOMOBILE WEBERPALS GMBH,AUTOMOBILE WEBERPALS GMBH,,,,,64
AUTOMOBILS DELMARSA,AUTOMOBILS DELMARSA,,,,,3
AUTOMOBILS PRUNA SA RENAULT,AUTOMOBILS PRUNA SA RENAULT,,,,,32
AUTOMOCION VILLATORRES SL,AUTOMOCION VILLATORRES SL,,,,,9
AUTOMOTOR COSTA SL,AUTOMOTOR COSTA SL,,,,,9
AUTOMOTOR EXPERIENCE SL,AUTOMOTOR EXPERIENCE SL,,,,,9
AUTOMOTOR FERNANDEZ SL,AUTOMOTOR FERNANDEZ SL,,,,,9
AUTOMOVILES AVILES SAU,AUTOMOVILES AVILES SAU,,,,,3
AUTOMOVILES JULIAN MARTINEZ,AUTOMOVILES JULIAN MARTINEZ,,,,,3
AUTONOMY,AUTONOMY,,,,,3
AUTOPARTNER T&H GMBH OCHTRUP,AUTOPARTNER T&H GMBH OCHTRUP,,,,,13
AUTORIPARAZIONI BFC SRL,AUTORIPARAZIONI BFC SRL,,,,,19
AUTOS NICLAR SL,AUTOS NICLAR SL,,,,,9
AUTOS SAN ROQUE SL,AUTOS SAN ROQUE SL,,,,,9
AUTOSCHADE BEERENS,AUTOSCHADE BEERENS,,,,,98
AUTOSCHADE BERGHORST,AUTOSCHADE BERGHORST,,,,,98
AUTOSCHADE HERSTEL BREED,AUTOSCHADE HERSTEL BREED,,,,,98
AUTOSCHÜTZ GMBH GROSSUMSTADT,AUTOSCHÜTZ GMBH GROSSUMSTADT,,,,,13
AUTOSUR CB,AUTOSUR CB,,,,,3
AUTOTAALGLAS AMSTERDAM ZUID OOST,AUTOTAALGLAS AMSTERDAM ZUID OOST,,,,,3
AUTOVERMIETUNG HEINEMANN GMBH BRAUNSCHWEIG,AUTOVERMIETUNG HEINEMANN GMBH BRAUNSCHWEIG,,,,,13
AUTOVERMIETUNG NEUSTADT GMBH ELSTERWERDA,AUTOVERMIETUNG NEUSTADT GMBH ELSTERWERDA,,,,,13
AUTOWERKSTATT RIPPLINGER,AUTOWERKSTATT RIPPLINGER,,,,,3
AUTOZENTRUM SCHIEFER GMBH,AUTOZENTRUM SCHIEFER GMBH,,,,,13
AUWALD HOTEL INGOLSTADT,AUWALD HOTEL INGOLSTADT,,,,,58
AVDATA PRÄSENTATIONS & DATENSYSTEME GMBH,AVDATA PRÄSENTATIONS & DATENSYSTEME GMBH,,,,,13
AVENIDA MOTOR AUTOMOCION SL,AVENIDA MOTOR AUTOMOCION SL,,,,,35
AVISON YOUNG GERMANY GMBH FRANKFURT,AVISON YOUNG GERMANY GMBH FRANKFURT,,,,,13
AVON AUTO PARTS 2016,AVON AUTO PARTS 2016,,,,,12
AWG ALLGEMEINE WARENVERTRIEBS GMBH,AWG ALLGEMEINE WARENVERTRIEBS GMBH,,,,,13
AXEL HOLZSCHNEIDER,AXEL HOLZSCHNEIDER,,,,,3
AYDIN TOPALOVA HAMBURG,AYDIN TOPALOVA HAMBURG,,,,,36
AYHAM ALZUABI GREVENBROICH,AYHAM ALZUABI GREVENBROICH,,,,,3
AYWAILLE MOTOR SA,AYWAILLE MOTOR SA,,,,,32
AZAD HAMDUSCH HILDESHEIM,AZAD HAMDUSCH HILDESHEIM,,,,,3
AZADFALLAH SADEED,AZADFALLAH SADEED,,,,,3
AZZ MERIDA MEDEA SL,AZZ MERIDA MEDEA SL,,,,,9
B&Q LIMITED,B&Q LIMITED,,,,,51
B&R HOTELMANAGEMENT GMBH & CO KG,B&R HOTELMANAGEMENT GMBH & CO KG,,,,,31
B2CS,B2CS,,,,,3
BÄCKEREI ADELMANN NALBACH,BÄCKEREI ADELMANN NALBACH,,,,,3
BADHOTEL DOMBURG BAD DOMBURG,BADHOTEL DOMBURG BAD DOMBURG,,,,,26
BADIGNON MADAME CLEMENCE,BADIGNON MADAME CLEMENCE,,,,,11
BADISTO BÖBLINGEN,BADISTO BÖBLINGEN,,,,,3
BADUEL MADAME AURELINE,BADUEL MADAME AURELINE,,,,,30
BÄHR GMBH AUTOLACKIERUNG,BÄHR GMBH AUTOLACKIERUNG,,,,,13
BAI CONSTANT PIERRARD,BAI CONSTANT PIERRARD,,,,,3
BAILLON MONSIEUR MICKAEL,BAILLON MONSIEUR MICKAEL,,,,,14
BAILLON MONSIEUR MICKAEL,BAILLON MONSIEUR MICKAEL,,,,,14
BAIN ANDPANY INC UNITED KINGDOM,BAIN ANDPANY INC UNITED KINGDOM,,,,,3
BAJA MADAME AYLA,BAJA MADAME AYLA,,,,,30
BALDWIN HOUSE CORNWALL,BALDWIN HOUSE CORNWALL,,,,,3
BALET RESTAURACIO SL RTE CAN POAL,BALET RESTAURACIO SL RTE CAN POAL,,,,,9
BALIGAND COIN LENNY,BALIGAND COIN LENNY,,,,,3
BALLAT MONSIEUR HUGO,BALLAT MONSIEUR HUGO,,,,,14
BALLOON XL,BALLOON XL,,,,,3
BALNEARIO MAS SALAGROS SL,BALNEARIO MAS SALAGROS SL,,,,,9
BANBRIDGE DISTRICT ENTERPRISES,BANBRIDGE DISTRICT ENTERPRISES,,,,,3
BANDEN IVO DE ROO,BANDEN IVO DE ROO,,,,,99
BANDEN MD,BANDEN MD,,,,,99
BANGOR SECURITIES LIMITED,BANGOR SECURITIES LIMITED,,,,,51
BANH VICTORIA,BANH VICTORIA,,,,,3
BARAHONA RAMOS HENRY E,BARAHONA RAMOS HENRY E,,,,,3
BARAN GERCEK MÜNCHEN,BARAN GERCEK MÜNCHEN,,,,,44
BARBARY GARAGE & CARROSSERIE,BARBARY GARAGE & CARROSSERIE,,,,,94
BARFÜSSER GASTRONOMIEBETRIEBS GMBH & COKG,BARFÜSSER GASTRONOMIEBETRIEBS GMBH & COKG,,,,,65
BARON MUÑOZ JUAN ALFREDO,BARON MUÑOZ JUAN ALFREDO,,,,,89
BARREIRO VASQUEZ JOSE MANUEL,BARREIRO VASQUEZ JOSE MANUEL,,,,,71
BARS KFZSERVICE DIRK BARS,BARS KFZSERVICE DIRK BARS,,,,,3
BARTES I COSTA RESTAURACIO SL,BARTES I COSTA RESTAURACIO SL,,,,,9
BASELMANS SCHOONMAAK EN ONDERHOUD,BASELMANS SCHOONMAAK EN ONDERHOUD,,,,,80
BASWARE SAS,BASWARE SAS,,,,,68
BAUDRY MONSIEUR BAPTISTE,BAUDRY MONSIEUR BAPTISTE,,,,,14
BAUER HAUSMEISTERSERVICE AUGSBURG,BAUER HAUSMEISTERSERVICE AUGSBURG,,,,,3
BAUER HEIZUNG SANITÄR KLIMATECHNIK GMBH BADENBADEN,BAUER HEIZUNG SANITÄR KLIMATECHNIK GMBH BADENBADEN,,,,,13
BAUMGARTNER SCHMID VERMÖGENSVERWALTUNGS GMBH,BAUMGARTNER SCHMID VERMÖGENSVERWALTUNGS GMBH,,,,,13
BAYCOR ELECTRIQUE,BAYCOR ELECTRIQUE,,,,,3
BCC LEASE SPA,BCC LEASE SPA,,,,,61
BE INTERNATIONALPANY,BE INTERNATIONALPANY,,,,,3
BE NOBLE HOME IMPROVEMENTS,BE NOBLE HOME IMPROVEMENTS,,,,,3
BEACON AUTO PARTS,BEACON AUTO PARTS,,,,,12
BEAINY KARIM,BEAINY KARIM,,,,,3
BEAT FIECHTER GRAALMÜRITZ,BEAT FIECHTER GRAALMÜRITZ,,,,,3
BEATE SCHMITT HOCKENHEIM,BEATE SCHMITT HOCKENHEIM,,,,,3
BEAUCHAMP MONSIEUR SYLVAIN,BEAUCHAMP MONSIEUR SYLVAIN,,,,,14
BEAUCHAMP MONSIEUR SYLVAIN,BEAUCHAMP MONSIEUR SYLVAIN,,,,,14
BEAULIEU ISABELLE,BEAULIEU ISABELLE,,,,,3
BEC NATIONAL COUPES,BEC NATIONAL COUPES,,,,,3
BECHER GMBH & CO KG,BECHER GMBH & CO KG,,,,,31
BECKCREATIVDESIGN RECKENDORF,BECKCREATIVDESIGN RECKENDORF,,,,,3
BECKER AUTOMOBILE OBERHAUSEN,BECKER AUTOMOBILE OBERHAUSEN,,,,,64
BECKMANN & LEICHT EGBR HAGEN,BECKMANN & LEICHT EGBR HAGEN,,,,,3
BED AND BREAKFAST SINA BÄHR PRIVATZIMMERVERMITTLUNG,BED AND BREAKFAST SINA BÄHR PRIVATZIMMERVERMITTLUNG,,,,,3
BEDARD MELYSSA,BEDARD MELYSSA,,,,,3
BEDARD PLUMBING SERVICES,BEDARD PLUMBING SERVICES,,,,,55
BEELEN AUTOMOTIVE,BEELEN AUTOMOTIVE,,,,,47
BEGRI VERHUUR & SCHOONMAAK,BEGRI VERHUUR & SCHOONMAAK,,,,,3
BEHMS GARAGE OSTERRÖNFELD,BEHMS GARAGE OSTERRÖNFELD,,,,,94
BEHRINGERS GÖSSWEINSTEIN,BEHRINGERS GÖSSWEINSTEIN,,,,,3
BEILHARZ NUTZFAHRZEUGE GMBH DUISBURG,BEILHARZ NUTZFAHRZEUGE GMBH DUISBURG,,,,,13
BEKIM HYLAJ LAHR,BEKIM HYLAJ LAHR,,,,,3
BELABIA MOTOR SLU,BELABIA MOTOR SLU,,,,,63
BELAIR TATIANNA,BELAIR TATIANNA,,,,,3
BELFIUS LEASE,BELFIUS LEASE,,,,,3
BELFOR TECHNOLOGY,BELFOR TECHNOLOGY,,,,,3
BELLEGUIC,BELLEGUIC,,,,,3
BELOS MADAME VANESSA,BELOS MADAME VANESSA,,,,,30
BELRON MANAGEMENT GMBH,BELRON MANAGEMENT GMBH,,,,,43
BELTRAN GAMIR LUIS,BELTRAN GAMIR LUIS,,,,,69
BEMARA ALIMENTACION TEIXEIRO SL,BEMARA ALIMENTACION TEIXEIRO SL,,,,,9
BEMECAR JEREZ SL,BEMECAR JEREZ SL,,,,,9
BEN BACKHAUS GELENAU,BEN BACKHAUS GELENAU,,,,,3
BENCHMARK AUTOMOTIVE SERVICES,BENCHMARK AUTOMOTIVE SERVICES,,,,,47
BENDRIOUA MONSIEUR MOUNIR,BENDRIOUA MONSIEUR MOUNIR,,,,,14
BENJAMIN GOHRBANDT FALKENSEE,BENJAMIN GOHRBANDT FALKENSEE,,,,,3
BENNATI SRL SOCIETÀ BENEFIT,BENNATI SRL SOCIETÀ BENEFIT,,,,,19
BENNETT JONES LLP,BENNETT JONES LLP,,,,,8
BENT PETERSEN EGGEBEK,BENT PETERSEN EGGEBEK,,,,,3
BENTAHAR MONSIEUR ZAHER,BENTAHAR MONSIEUR ZAHER,,,,,14
BENTLEY LEICESTER,BENTLEY LEICESTER,,,,,3
BERGER GASTRONOMIE GMBH KÖLN,BERGER GASTRONOMIE GMBH KÖLN,,,,,37
BERGER GMBH & CO KG KÖLN,BERGER GMBH & CO KG KÖLN,,,,,31
BERGWIRTSCHAFT WILDER MANN HOTEL U RESTAURANT GMBH,BERGWIRTSCHAFT WILDER MANN HOTEL U RESTAURANT GMBH,,,,,58
BERNADETTE STARRAK KREFELD,BERNADETTE STARRAK KREFELD,,,,,3
BERNARD BELANGER ENTREPRENEUR,BERNARD BELANGER ENTREPRENEUR,,,,,3
BERND HERING ALTENSTADT,BERND HERING ALTENSTADT,,,,,3
BERND MENHORN OPPENWEILER,BERND MENHORN OPPENWEILER,,,,,3
BERND SCHMITZ GBR,BERND SCHMITZ GBR,,,,,91
BERNHARD BAIER KARLSRUHE,BERNHARD BAIER KARLSRUHE,,,,,33
BERNHARD KRAUS AMMERTHAL,BERNHARD KRAUS AMMERTHAL,,,,,3
BERNHARD SCHÖNEFELD BERLIN,BERNHARD SCHÖNEFELD BERLIN,,,,,39
BERNON ERIC,BERNON ERIC,,,,,3
BERNUS BRAD,BERNUS BRAD,,,,,3
BESPOKE CHAUFFEURS,BESPOKE CHAUFFEURS,,,,,3
BESSONNIER SIEGLER MONSIEUR KYLIAN,BESSONNIER SIEGLER MONSIEUR KYLIAN,,,,,14
BEST WESTERN CITY HOTEL PIRMASENS,BEST WESTERN CITY HOTEL PIRMASENS,,,,,58
BEST WESTERN GRAND CITY HOTEL HALLE,BEST WESTERN GRAND CITY HOTEL HALLE,,,,,58
BEST WESTERN HOTEL STEGLITZ INTERNATIONAL,BEST WESTERN HOTEL STEGLITZ INTERNATIONAL,,,,,58
BEST WESTERN HOTEL VIA REGIA GÖRLITZ,BEST WESTERN HOTEL VIA REGIA GÖRLITZ,,,,,58
BEST WESTERN PLUS IO HOTEL SCHWALBACH,BEST WESTERN PLUS IO HOTEL SCHWALBACH,,,,,58
BETA FORMAZIONE SRL,BETA FORMAZIONE SRL,,,,,19
BEZIRKSAMT LICHTENBERG VON BERLIN,BEZIRKSAMT LICHTENBERG VON BERLIN,,,,,39
BFW NÜRNBERG GEMEINNÜTZIGE GMBH NÜRNBERG,BFW NÜRNBERG GEMEINNÜTZIGE GMBH NÜRNBERG,,,,,3
BG IMMOBILIER,BG IMMOBILIER,,,,,3
BIELING AUTOMOBIL GMBH OPEL,BIELING AUTOMOBIL GMBH OPEL,,,,,13
BIKE TOTAAL ISENDOORN,BIKE TOTAAL ISENDOORN,,,,,3
BILYK WIESLAW SOLINGEN,BILYK WIESLAW SOLINGEN,,,,,3
BINET MADAME ANGELIQUE,BINET MADAME ANGELIQUE,,,,,30
BINET MADAME ANGELIQUE,BINET MADAME ANGELIQUE,,,,,30
BIO LOGICA,BIO LOGICA,,,,,3
BIRCHWOOD FORD,BIRCHWOOD FORD,,,,,3
BIRGIT HÜBSCH JESENWANG,BIRGIT HÜBSCH JESENWANG,,,,,3
BIRGIT KATH HATTSTEDT,BIRGIT KATH HATTSTEDT,,,,,3
BIRGIT NEUBAUER GERLINGEN,BIRGIT NEUBAUER GERLINGEN,,,,,3
BIRGIT OKON HAMBURG,BIRGIT OKON HAMBURG,,,,,36
BISSOT CORENTIN,BISSOT CORENTIN,,,,,3
BISTRO LE GOÛT,BISTRO LE GOÛT,,,,,100
BITLY,BITLY,,,,,3
BLANCHARD MONSIEUR SEBASTIEN,BLANCHARD MONSIEUR SEBASTIEN,,,,,14
BLANCHARD MONSIEUR SEBASTIEN,BLANCHARD MONSIEUR SEBASTIEN,,,,,14
BLANCHARD MONSIEUR SEBASTIEN,BLANCHARD MONSIEUR SEBASTIEN,,,,,14
BLOEMATELIER PLUK,BLOEMATELIER PLUK,,,,,3
BLOK & BOEIJE AUTOSCHADEHERSTEL,BLOK & BOEIJE AUTOSCHADEHERSTEL,,,,,3
BLUE FREIGHT SERVICE GMBH,BLUE FREIGHT SERVICE GMBH,,,,,18
BMTIBAUMASCHINENTECHNIK STUTTGART,BMTIBAUMASCHINENTECHNIK STUTTGART,,,,,75
BOB AUTOMOBILE SÜD GMBH,BOB AUTOMOBILE SÜD GMBH,,,,,64
BODEGAS RUBIO 1893 SL,BODEGAS RUBIO 1893 SL,,,,,9
BODENSEE REIFENTEAM FN FRIEDRICHSHAFEN,BODENSEE REIFENTEAM FN FRIEDRICHSHAFEN,,,,,3
BOERINGER MADAME ALEXANDRA,BOERINGER MADAME ALEXANDRA,,,,,30
BOGUMILA SOBANIAMATECKA BERLIN,BOGUMILA SOBANIAMATECKA BERLIN,,,,,39
BOOTSHAUS SÜDBROOKMERLAND,BOOTSHAUS SÜDBROOKMERLAND,,,,,3
BORIE XAVIER,BORIE XAVIER,,,,,3
BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,,,,,3
BORREMANS BVBA,BORREMANS BVBA,,,,,6
BOUCHAT SPRL,BOUCHAT SPRL,,,,,3
BOULAY MONSIEUR ANGELO,BOULAY MONSIEUR ANGELO,,,,,14
BOULIN MAILHES MONSIEUR JEREMY,BOULIN MAILHES MONSIEUR JEREMY,,,,,14
BOUNDLESS IMMERSIVE LIMITED BERKSHIRE,BOUNDLESS IMMERSIVE LIMITED BERKSHIRE,,,,,51
BOUQUET DALELLA SL,BOUQUET DALELLA SL,,,,,9
BOURDAGES GENEVIEVE,BOURDAGES GENEVIEVE,,,,,3
BOUTIQUE HOTEL GOLDHAHN INH DOREEN LAPADUS,BOUTIQUE HOTEL GOLDHAHN INH DOREEN LAPADUS,,,,,58
BOUTIQUE HOTEL SOCIETE,BOUTIQUE HOTEL SOCIETE,,,,,58
