normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Best Moments - Najwa Karam  29th Dec casual - Audio Operator Rayno Spies AAA Q241167,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Best Moments - Najwa Karam  29th Dec casual - Audio Technician  Bradley Ellapen  AAA Q241177,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Best Moments - Najwa Karam 29th Dec casual - Stagehand AAA Q241231,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Best Moments I Najwa Karam - LX Supervisor Goran Salkovic | December 29th | AAA Q241213,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Casual DJ for Post Part project | THE VIP LOUNGE,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Casual DJ for Post Part project | THE VIP LOUNGE,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Chinese National Symphony Orchestra  casual -Lighting senior  crew 15- 16 Dec AAA Q241219 and Q241220,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Iranian Play - 300 23rd Dec casual - Audio Technician Bradley Ellapen AAA Q241173,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Iranian Play - 300 23rd Dec casual - Audio Technician Rute Brissos AAA Q241170,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Iranian Play 300 23rd Dec casual - Lighting Senior Crew  AAA Q241225,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Iranian Play 300 23rd Dec casual - Stagehand AAA Q241226,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Kingdom Choir  28th Dec casual - Audio Operator Rayno Spies AAA Q241166,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Kingdom Choir  28th Dec casual - Audio Technician  Bradley Ellapen AAA Q241176,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,NYE 2025  casual -Lighting senior  crew 30th Dec AAA Q241234,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,NYE 2025 with Parov Stelar 31st Dec casual - Stagehand AAA Q241232,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,NYE casual - Audio Operator Andrea Arenas 30-31st Dec AAA Q241238 v2,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,NYE Parov Stelar   30-31st Dec casual - Audio Technician  Bradley Ellapen AAA Q241178,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Omar Harfouch Concert  casual - Stage Technical crew 5th Dec AAA Q241202,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Shows December casual - Audio Technician Andrea Arenas 16-29th Dec AAA Q241204,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Shows November casual - Audio Technician Andrea Arenas 2nd-15th Dec AAA Q241203,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  casual - Stage Technical crew 14th Dec AAA Q241172,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  casual - Stage Technical crew 30th Nov AAA Q241171 v2,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  casual - Stage Technical crew supervisor 12- 14th Dec AAA Q241207 v2,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  casual Audio Technician  crew 14 Dec AAA Q241215 v2,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  casual -Lighting senior  crew 14 Dec AAA Q241218,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain  consumables -DMX Decoder w/ DC power adapter AAA Q241206,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain casual - Lighting Supervisor 14 Dec AAA Q241210,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Singing in the Rain casual - Senior LX Technician Jeffrey Escamillas | December 14th AAA Q241208,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Steinway Series:14th Dec Lighting Programmer Sabr Hemming AAA Q241201,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Technical HR casual -Lighting crew 21st Nov AAA Q241156,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Kingdom Choir - 28th Dec casual - Stagehand AAA Q241230,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Kingdom Choir - 28th Dec hire - Waves AAA Q241241,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Nutcracker 16th Dec casual - Lighting Senior Crew AAA Q241221,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Nutcracker 19th Dec casual - Lighting Programmer AAA Q241217,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Nutcracker 21st Dec casual - Lighting Programmer AAA Q241216,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,The Nutcracker 22nd Dec casual - Lighting Supervisor and  Senior Crew AAA Q241224,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Venue Changeover casual - Lighting Supervisor 20-22 Dec AAA Q241209,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,Venue Changeover casual -Lighting crew 22nd Nov AAA Q241157,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,VIP Classical   casual - Stage Technical crew 21st Dec AAA Q241214,,,,,2
AAA TECHNICAL PRODUCTION CONSULTANCY AND EVENT CREW FZC LLC,VIP Classical 22nd Dec casual - Lighting Programmer AAA Q241223,,,,,2
AAF INTERNATIONAL AIR FILTRATION SYSTEMS,FB-AHD 100% Supply of Disposable Pre Filter in Armani,,,,,2
AAF INTERNATIONAL AIR FILTRATION SYSTEMS,FB-AHD 100% Supply of V Cell Filter,,,,,2
ABC MEDIA PRODUCTION,ARGC ACADEMY SHOOT,,,,,2
ABC MEDIA PRODUCTION,ARGC CHRISTMAS DAY SHOOT,,,,,2
ABC MEDIA PRODUCTION,ARGC GINGERBREAD HOUSE SHOOT,,,,,2
ABC MEDIA PRODUCTION,DHGC DRIVING RANGE ARCHITECTURE SHOOT AND EDIT,,,,,2
ABC MEDIA PRODUCTION,DHGC FITNESS SUITE CARDS PRINTING,,,,,2
ABC MEDIA PRODUCTION,DHGC IMAGE BANK SHOOT,,,,,2
ABC MEDIA PRODUCTION,DHGC IMAGE RETOUCHING,,,,,2
ABC MEDIA PRODUCTION,DHGC TEAM HEADSHOTS,,,,,2
ABC MEDIA PRODUCTION,DMYC BOAT PARADE PHOTOSHOOT,,,,,2
ABC MEDIA PRODUCTION,DMYC CHRISTMAS SHOOT,,,,,2
ABC MEDIA PRODUCTION,DMYC IMAGE BANK AND ARCHITECTURE SHOTS,,,,,2
ABC MEDIA PRODUCTION,MGCD COURSE IMAGE RETOUCHING,,,,,2
ABC MEDIA PRODUCTION,MGCD PAR 3 ADDITIONAL SHOOT,,,,,2
ABC MEDIA PRODUCTION,MGCD PAR 3 COURSE PHOTOSHOOT,,,,,2
ABC MEDIA PRODUCTION,MGCD TEAM HEADSHOTS,,,,,2
ABCL SAFETY CONSULTANTS,GM ADDL-VHD Calibration and certification of boiler gauges,,,,,2
ABDUL GHANI NEON SIGN MAKING,Hotel BBG Restaurant cutting wave design forested sticker,,,,,2
ABDUL GHANI NEON SIGN MAKING,Kitchen required SUPPLY OF SPARE PARTS,,,,,2
ABELA & CO,"Canteen Expenses for Emaar Boulevard - 25 to 29 Nov 2024; INV - TI-2024-00021983, (Customer care team)",,,,,2
ABELA & CO,Canteen Expenses for Emaar Square - 25 to 29 Nov 2024; INV # TI-2024-00021981,,,,,2
ABELA & CO,Canteen Expenses lunch (Buffet) for Dubai Hills Estate - 25 to 29 Nov 2024; INV # TI-2024-00021982,,,,,2
ABELA & CO,Dubai Opera snack box for ushers double shows.,,,,,2
ABELA & CO,Dubai Opera snack box for ushers double shows.,,,,,2
ABELA & CO,Emaar Entertainment Lunch Packed Meal - November 25-30 2024,,,,,2
ABELA & CO,Food for the Huddle Q3&Q4,,,,,2
ABELA & CO,NYE25 - Additional Staff Catering,,,,,2
ABELA & CO,NYE25 - ESG - Supply of Packed of Biryani Meals for Bachelors' Viewing Sites Outside Downtown (6000),,,,,2
ABELA & CO,Sunday 1 st of December 2024 - 65pcs Light Snacks Box,,,,,2
ABELA & CO,Supply of Celavi Meals for November 2024,,,,,2
ABELA & CO,VHD-HUDDLE/ ABELA  MEALS,,,,,2
ABELA & CO,VMC-DABELA / HUDDLE,,,,,2
ABRAO TRADING,GI|2024 : ATM CUL PLASTIC FLOOR BOARD 90X30X3CM - ABRAO,,,,,2
ABU AHMED MEAT TRADING LLC,ABU AHMED MEAT TRADING  Invoices:,,,,,3
ABU AHMED MEAT TRADING LLC,F&B Items for NYE25,,,,,3
ABU AHMED MEAT TRADING LLC,Supply of Meat Products | ABU AHMED MEAT TRADING LLC,,,,,3
ABU QAWS TAILORING WORKSHOP,ACH LAUNDRY BAG,,,,,2
ABU QAWS TAILORING WORKSHOP,Ahmed Mujib - Bellboy - Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Druga L - Recreation - New Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Druga L - Recreation - New Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Ekta Sharma - FO - New Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,F+B Lounge Table Cloth Rental (Abu Qaws),,,,,2
ABU QAWS TAILORING WORKSHOP,F+B Waitress Uniform Kinza (Abu Qaws),,,,,2
ABU QAWS TAILORING WORKSHOP,Finance Staff Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Hari Kumar - FO - Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Laundry bag for Guest room,,,,,2
ABU QAWS TAILORING WORKSHOP,Pashmina,,,,,2
ABU QAWS TAILORING WORKSHOP,Siva Prasad - FO - uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,SPA FEMALE THERAPIST UNIFORM,,,,,2
ABU QAWS TAILORING WORKSHOP,Spa Receptionist Uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Tamer - FO - uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Tamer - FO - uniform,,,,,2
ABU QAWS TAILORING WORKSHOP,Uniform - Shirt/Trouser/Jacket - Vishnu,,,,,2
ABU QAWS TAILORING WORKSHOP,Uniform Collection Finance Staff,,,,,2
ABU QAWS TAILORING WORKSHOP,Uniform for HK staffs,,,,,2
ABU QAWS TAILORING WORKSHOP,Uniform Shiva,,,,,2
ABUL HASHEM JALAL TECHNICAL SERVICES LLC,Gravel for Irrigation Drainage # 15,,,,,1
ABUL HASHEM JALAL TECHNICAL SERVICES LLC,Light Contactor and Training Room Door Repair,,,,,1
ABUL HASHEM JALAL TECHNICAL SERVICES LLC,Paint for Driving Range Yardage Boards,,,,,1
ABUL HASHEM JALAL TECHNICAL SERVICES LLC,Supply and installation of Bench,,,,,1
ABUZZ MIDDLE EAST TECHNOLOGY,Way finding license for GDP -1st Jan to 31st Dec 2025,,,,,2
ACCURO SPECIALIST SUPPORT SERVICES,3 Casual Pool and Gym Attendants January,,,,,1
ACCURO SPECIALIST SUPPORT SERVICES,HK-1 Accuro Casual for January 2024,,,,,1
ACCURO SPECIALIST SUPPORT SERVICES,Supply of 05 casual staff for Ala carte services-Jan.2025,,,,,1
ACCURO SPECIALIST SUPPORT SERVICES,Supply of casual staff team leader for hotel  rooms& PA,,,,,1
ACCURO SPECIALIST SUPPORT SERVICES,ZETA77 HK CASUAL 2HC DEC 2024,,,,,1
ACCUVER CALIBRATION LABORATORY CO LLC,ONE-OFF JOB-RVD- Res 100% –Palintest Ph & Chlorine test Kit,,,,,3
ACME BUIDLING MATERIALS TRADING,CAPEX iMemo­535901 Wooden Plank replacement at the Swimming,,,,,0
ACRYLICON MIDDLE EAST FLOORING (L.L.C),DHM Adventure Park - ACRYLICON® SYSTEM APPLIED FLOOR FINISHES,,,,,2
ACTION GLOBAL COMMUNICATIONS,ACTION GLOBAL SALES REPS FEE JAN25 AHD,,,,,2
ACTION GLOBAL COMMUNICATIONS,ACTION GLOBAL SALES REPS FEE JAN25 THR,,,,,2
ACTIVE CARE TECHNICAL SERVICES L.L.C,SPA SAUNA CONTROL UNIT SET NEW (FEMALE SIDE),,,,,1
ACTIVE CARE TECHNICAL SERVICES L.L.C,SPA VICHY SHOWER MODIFICATION AND SPARE PARTS,,,,,1
ACUMEN FINANCE & BANKING INSTITUTE,Quote For Pre-CFA training program for UAE Nationals  Contact Person - Meera Menon,,,,,2
ADDRESS DUBAI MALL,Catering Services for the exclusive dinner and gathering for Emaar's signature clients for The Bristol Launch,,,,,2
ADDRESS DUBAI MALL,DWC: Festive Friday Dec 20 Housekeeping Services - Address Dubai Mall,,,,,2
ADDRESS DUBAI MALL,NYE25 - 1 Dec - one night in Address Dubai Mall - 97646529,,,,,2
ADDRESS DUBAI MALL,"VIP Stay at Address Dubai Mall on December 31, 2024 for 1 night_Mr. Yiming Zhang with confirmation Number 97952788",,,,,2
ADDRESS DUBAI MALL,"VIP Stay at Address Dubai Mall on December 31, 2024 for 1 night_Ms. Boqian Ou with confirmation Number 97952789",,,,,2
ADDRESS GRAND CREEK HARBOUR,Additional F&B consumption charges at Mina Rashid Sales Centre in October 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,Catering Services – Dubai Creek Harbour Sales Centre - Monthly Catering – November 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,Catering Services – Mina Rashid Sales Centre - Monthly Catering - November 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,F&B Disposables Items and Extra F&B Items Charges of Catering Services at Dubai Creek Harbour sales centre for the month of November 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,Payroll for 02 Waiters of Catering Services at Dubai Creek Harbour Sales centre for the month of November 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,Payroll for 02 Waiters of Catering Services at Mina Rashid Sales centre for the month of November 2024.,,,,,2
ADDRESS GRAND CREEK HARBOUR,RC l Hotel booking - El Hana El Ana Feeh (Cast),,,,,2
ADDRESS GRAND CREEK HARBOUR,RC l Hotel booking - El Hana El Ana Feeh (Cast) - (Extension),,,,,2
ADDRESS GRAND CREEK HARBOUR,RC l Hotel booking - El Hana El Ana Feeh (Crew),,,,,2
ADEVENTUROUS FALCONRY FOR PARTIES ORGANIZATION SPS,Santa Camel Ride,,,,,2
ADMIRAL WORLD GENERAL TRADING,Anran Su specialist services - piano tuning14th Dec Admiral AWT/PS/24/000869,,,,,2
ADMIRAL WORLD GENERAL TRADING,Chinese National Symphony Orchestra 15th Dec-  Tuning Concert Grand Piano Admiral AWT/PS/24/000870,,,,,2
ADMIRAL WORLD GENERAL TRADING,Encore Benjamin Grosvenor specialist services - piano tuning11th Dec Admiral AWT/PS/24/000861,,,,,2
ADMIRAL WORLD GENERAL TRADING,Encore RGSGD 5th Dec-  Tuning Concert Grand Piano Admiral AWT/PS/24/000837,,,,,2
ADMIRAL WORLD GENERAL TRADING,Omar Harfouch / 6 & 7 Dec-  Tuning Concert Grand Piano Admiral AWT/PS/24/000848,,,,,2
ADMIRAL WORLD GENERAL TRADING,VIP Classical / 22nd Dec-  Tuning Concert Grand Piano Admiral AWT/PS/24/000894,,,,,2
ADNH CATERING,"NYE25 - ESG – F & B for Volunteers, Security & DTCC NYE25 Support Team.",,,,,2
ADVANCE BIOTECHNOLOGY CENTER,Chemical Test,,,,,2
ADVANCE BIOTECHNOLOGY CENTER,Chemical test annual service 2025,,,,,2
ADVANCE BIOTECHNOLOGY CENTER,food tasting  dec-24,,,,,2
ADVANCE BIOTECHNOLOGY CENTER,kitchen- Microbiological Analysis,,,,,2
ADVANCED GREEN SOLUTIONS TRADING,AGS Emaar South,,,,,2
ADVANCED GREEN SOLUTIONS TRADING,Balanstick for Agronomy - Dec. 2024,,,,,2
ADVANCED GREEN SOLUTIONS TRADING,Nema-Kill for Agronomy,,,,,2
ADVENTURES LAND TOURS,Camel Rental December 2024,,,,,2
AEROGULF SERVICES,Helicopter Landing Fee,,,,,1
AEROGULF SERVICES,X-Mas Helicopter Charter,,,,,1
AFLAH EQUIPMENTS TRADING,DHM - FLOOD BARRIE - Consumables for rain management,,,,,2
AFLAH EQUIPMENTS TRADING,Quotation for Dustbin,,,,,2
AG MARBLE & GRANITE L.L.C,SOW-366-2024 V-18688-044 Replacement of discolored floor marble to close MS observation at Dubai Mall,,,,,2
AG MARBLE & GRANITE L.L.C,"Supply and installation of Silky white marble tiles at Fashion Dome (SOW-161-2024), refer iMemo-535446. Requested by Sanoj",,,,,2
AG MELCO ELEVATOR,FB24- POT HOTEL 100% Supply of spare elevator keys at Palace,,,,,2
AG MELCO ELEVATOR,Supply and Replacement of MELD Batteries for Mitsubishi Elevator Emergency Landing Devices at Old Town Commercial Island End user Rajesh Joga M 971553656050,,,,,2
AGORA AUDIO & VISUAL EQUIPMENT TRADING,The Kingdom Choir hire - IEM hire Agora 27-30 Dec AL01155,,,,,2
AHLAM MALKIA GENERAL TRADING L.L.C,Merry  Christmas,,,,,2
AHMAD & KHADEEJA TRADING,FB24 ACH-R&M Hotel 100% Supply of materials for the balcony,,,,,2
AHMAD & KHADEEJA TRADING,FB24-TADD HOTEL 100% Supply of 15 Nos. ACTUATOR VA-7482-2001,,,,,2
AHMAD & KHADEEJA TRADING,FB24-TADD HOTEL 100% SUPPLY OF DRAIN CLEANER ACID for unbloc,,,,,2
AHMAD & KHADEEJA TRADING,FB24-VMC-Hotel 100%-Supply of Kitchen materials for operatio,,,,,2
AHMAD & KHADEEJA TRADING,FB24-VMC-Hotel 100%-Supply of URGENT Materials for Engineeri,,,,,0
AHMAD & KHADEEJA TRADING,FB-AHD 100% Supply of electrical & civil spare parts,,,,,2
AHMAD & KHADEEJA TRADING,ONE OFF 2024-RSV RES MF RES 64.42% HOT 26.42% RET 9.03% PAR,,,,,2
AHMAD & KHADEEJA TRADING,ONE OFF 2024-RSV RES MF RES 77.78% HOT 15.38% RET 6.84% Supp,,,,,2
AHMAD & KHADEEJA TRADING,ONE OFF JOB24-RCH-MF  Supply of scratch remover,,,,,2
AHMAD & KHADEEJA TRADING,ONE OFF JOB-RBL- RES 52.01% HOT-38.38% RET-3.01% P-6.60% Sup,,,,,2
AHMAD & KHADEEJA TRADING,ONE OFF JOB-RML- RES 100% Supply of MEP and civil material t,,,,,2
AHMED ALMAZROUEI SERVICES,FB-ATM 100% To check & Resolve Atmosphere`s KEF-122-1 Contro,,,,,1
AHMED ALMAZROUEI SERVICES,FB-ATM 100%Replacement of motor bearing IN ATMOSPHERE,,,,,1
AHMED ALMAZROUEI SERVICES,FB-ATM 100%Spare Motor is required for Atmosphere Kitchen Ec,,,,,1
AHMED ALMAZROUEI SERVICES,FB-ATM L2 DUCT KITCHEN EXHAUST CLEANING AND MAINTANING,,,,,1
AHMED ALMAZROUEI SERVICES,TBC | OPEN PO FOR 2 months | ANNUAL MAINTENANCE AND CLEANING OF KITCHEN EXHAUST | Jan-Feb 2025,,,,,1
AHMED ALMAZROUEI SERVICES,TDM - OPERATIONS - PANTRY - Grease Trap Type AG2 - 2X A MONTH - AMC - Jan 2025 - Dec 2025,,,,,1
AHSANT ART AND BEAUTY,FB24-TADD HOTEL 100% Supply of 20 Nos. Door Hanger Maintenac,,,,,2
AHSANT ART AND BEAUTY,PCH - Jewelry Tray Brand Compliance,,,,,2
AIRSCOPE TECH FZCO,Arabian Ranches 1 - LIDAR Test - End User: Arshad Vezhappilly Abdulmajeed -  04 367 5640,,,,,2
AIWAEN INNOVATIVE ENGINEERING EQUIPMENT TRADING,Dubai Aquarium  - ORP Water Quality Analyzer Installation at Aquarium LSS Plantroom,,,,,2
AJMS GLOBAL CONSULTING LLC,1. Review of IA Charter 2. Review of Audit Committee Charter,,,,,3
AJMS GLOBAL CONSULTING LLC,Development of a compliance framework - Tentative timeline - 4-5 weeks,,,,,3
AJMS GLOBAL CONSULTING LLC,One Compliance Officer full time secondment - 3 months. Extendable by 6 months.,,,,,3
AKI FITNESS GENERAL TRADING ( BRANCH OF AL KHAYYAT INVESTMENTS,Supply and installation of Gym Equipment,,,,,2
AKI FITNESS GENERAL TRADING ( BRANCH OF AL KHAYYAT INVESTMENTS,Supply and installation of Stairs machine at the gym of Burj Vista,,,,,2
AL ABBAR ALUMINIUM,EPS - Replacement of Broken Glass at 3BK Terrace | End User: Genelyn Canson - 04 888 8837,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB24- ASV HOTEL 100% supply of female spa lounge area new fl,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB24- ASV HOTEL 100% Water splash lights fixing works,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB24- ASV HOTEL 100% Water splash lights fixing works,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB24- POT HOTEL 100% Supply of festive light at Palace Downt,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB24-TADD HOTEL 100% Supply of Pot Light Battery with one ye,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,FB25-TADD HOTEL 100% Rectification of 07 Number waterproof c,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,ONE OFF JOB-RBL- RES 100% Supply of Emergency Exit Light Tra,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,ONE OFF JOB-RBL- RES 100% Supply of Spotlights for the Guest,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,ONE OFF JOB-RBL- RES-52.01% HOT-38.38% RET-3.01% P-6.60% REP,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,ONE OFF JOB-RBL-RES-52.01% HOT-38.38% RET-3.01% P-6.60% Repl,,,,,2
AL ADHWA AL THALATHA ELECT WARE TR,ONE OFF JOB-RBL-RES-52.01% HOT-38.38% RET-3.01% P-6.60% Stai,,,,,2
AL AHRAR HOTEL SUPPLIES,Gastronome Pans,,,,,2
AL AHRAR HOTEL SUPPLIES,Gastronome Pans,,,,,2
AL AHRAR HOTEL SUPPLIES,Gastronome Pans,,,,,2
AL AHRAR HOTEL SUPPLIES,Tea Pot,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Al Ain Green Water,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Al Ain Green Water bottles,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Mineral Water 500ML Vida Logo in Vida Residence Downtown,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Mineral Water 500ML Vida Logo in Vida Residence Downtown,,,,,2
AL AIN FOOD & BEVERAGES PJSC,RCH - Address Logo bottled water,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Sustainable water December 2024,,,,,2
AL AIN FOOD & BEVERAGES PJSC,Water Glass Bottle for Guest Rooms-HSK-Hotel,,,,,2
AL AKHA SILK SCREEN,butter paper,,,,,2
AL AKHA SILK SCREEN,order taking dairies,,,,,2
AL AKHA SILK SCREEN,order taking dairies,,,,,2
AL AMAN ADV GIFTS TR,Embroidery on Bathrobe - HSK - Hotel,,,,,2
AL AMAN ADV GIFTS TR,Spa Winter Jacket 2024,,,,,2
AL AMAN ADV GIFTS TR,Supply of additional name badge for staff - Dubai mall guest service (Ref PO # TDMPO205027_1),,,,,2
AL AMAN ADV GIFTS TR,Supply of EFM-MC Uniform. Contact Kara 043673349,,,,,2
AL AMAN ADV GIFTS TR,The Restaurant Winter Jacket,,,,,2
AL AMAN ADV GIFTS TR,Uniform - Winter Jackets,,,,,2
AL AMAN ADV GIFTS TR,Winter Jacket Recreation 2024,,,,,2
AL AMIR HOME TECHNICAL SERVICES,OWNER's PO-Various maintenance works-APT#T2-5002-Address Dubai Mall (MRW-3720772) Ref:- TP051220241,,,,,1
AL ARABIA FOR SAFETY & SECURITY,DHER Nursery -FFS (Fire Fighting system) November PPM findings.,,,,,2
AL ARABIA FOR SAFETY & SECURITY,ELE-091-2024 Fountain Control Room - Installation of Fire Suppression Control Panel at Dubai Mall roof top,,,,,2
AL ARABIA FOR SAFETY & SECURITY,Hydrotesting-Reel Cinemas,,,,,2
AL ARABIA FOR SAFETY & SECURITY,Renewal of Annual Maintenance Contract of FM200 Systems,,,,,2
AL ARABIA FOR SAFETY & SECURITY,Supply of concealed Sprinkler Cover.,,,,,2
AL ARABIA FOR SAFETY & SECURITY,TDM :FM Cinema and China town parking -  2.5 Landing Hose supply and installation -Harish ELE-046-2024,,,,,2
AL ARABIA FOR SAFETY & SECURITY LLC,ONE OFF JOB24-RCH-MF Supply of materials for the fire alarm,,,,,2
AL ASHI ELECTRICAL TRADING,Batteries,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 13A WP DOUBLE SOCKET MKK56482,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 BLACK CEMENT 50KG,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 BOX FILE ALBA RADO,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 COOLING FAN 120*120*38MM,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 ELEC CONTACTOR SCHNEIDER LC1D12 230V W,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 FREEZER LIGHT MILANO 40W IP65,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 GAS R290 5KG,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 GROUT ULTRA COLOR PLUS 113,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 HVAC COPPER PIPE CUTTER,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 INSECT KILLER LAMP 30W 2FT BL368,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 LED DRIVER MEANWELL LPV,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 LED STRING LIGHT WARM WHITE 50 MTR,,,,,2
AL ASHI ELECTRICAL TRADING,"ENG-Dec 24 MASKING TAPE 1""",,,,,2
AL ASHI ELECTRICAL TRADING,"ENG-Dec 24 MASKING TAPE 2"" (24PCS/BOX)",,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 SPRAY PAINT GOLD ASMACO,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 Surface Switch box (6”*3”) WHITE (10pcs/box),,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 TILE GLUE 20KG,,,,,2
AL ASHI ELECTRICAL TRADING,ENG-Dec 24 UNDERWATER MAGIC SILICONE GLUE,,,,,2
